"GENDER","SCHOOL","MAXLOGIN","ISTEACHER","DAYREAD","ARTNUM","ISPAY","IS15VIP","ISPASS","EXERATE","READRATE","EXTENDRATE","TRANSRATE"
"未知","本科",32,"否",1,1,"否","是","否",1,0,1,1
"未知","本科",2,"是",1,1,"否","是","否",1,0,0,1
"未知","未知",1,"否",1,1,"否","是","否",0,0,0,0
"未知","未知",13,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,1,0,0
"女","未知",23,"否",1,1,"否","是","否",0,0,0,0
"未知","未知",19,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",3,"否",1,1,"否","是","否",0,0,0,0
"女","本科",36,"否",1,1,"否","是","否",0,0,0,0
"未知","未知",41,"否",1,1,"否","否","否",0,0,0,0
"女","未知",1,"否",1,1,"否","是","否",1,0,1,1
"未知","未知",1,"否",1,1,"否","是","否",1,0,1,1
"未知","本科",18,"否",1,1,"否","是","是",1,0,1,0
"女","本科",29,"是",1,1,"否","是","是",0,0,0,0
"女","本科",54,"是",1,1,"否","是","是",1,0,1,1
"未知","本科",23,"是",1,1,"否","是","是",1,1,1,1
"男","本科",21,"是",1,1,"否","是","是",1,0,0,0
"男","本科",16,"是",1,1,"否","否","否",0,0,0,0
"未知","本科",4,"是",1,1,"否","是","否",0,0,0,0
"未知","本科",1,"是",1,1,"否","是","否",0,0,0,0
"未知","未知",54,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,0,1,1
"未知","未知",1,"否",1,1,"否","是","否",1,0,0,0
"未知","本科",37,"是",1,1,"否","是","是",1,1,1,1
"女","本科",29,"是",1,1,"否","是","是",1,1,0,1
"未知","未知",52,"否",1,1,"否","是","否",1,0,0,1
"未知","未知",1,"否",1,1,"否","是","否",0,0,0,0
"女","本科",1,"是",1,1,"否","是","否",0,0,0,0
"女","本科",43,"是",1,1,"否","是","否",0,0,0,0
"未知","本科",2,"是",1,1,"否","是","否",1,1,0,0
"女","本科",1,"是",1,1,"否","是","否",1,0,0,0
"男","本科",8,"是",1,1,"否","是","否",1,1,0,0
"男","本科",1,"是",1,1,"否","是","否",1,0,0,0
"女","本科",1,"是",1,1,"否","是","否",0,0,0,0
"女","本科",23,"是",1,1,"否","是","否",0,1,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",2,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",15,"否",1,1,"否","是","否",1,0,1,0
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"男","本科",22,"是",1,1,"否","是","是",0,0,0,0
"男","未知",3,"否",1,1,"否","是","否",0,0,0,0
"未知","未知",7,"否",1,1,"否","否","否",0,0,0,0
"女","本科",1,"否",1,1,"否","是","否",1,0,1,1
"男","本科",43,"是",1,1,"否","否","是",1,1,1,1
"女","本科",36,"是",1,1,"否","是","是",1,1,1,1
"女","本科",36,"是",1,1,"否","是","是",1,1,1,1
"未知","本科",36,"是",1,1,"否","否","是",1,1,1,1
"未知","本科",36,"是",1,1,"否","否","是",1,1,1,1
"女","本科",36,"是",1,1,"否","否","是",1,1,0,1
"未知","本科",36,"是",1,1,"否","是","是",1,1,1,1
"女","本科",36,"是",1,1,"否","否","是",1,1,1,1
"未知","本科",36,"是",1,1,"否","否","是",1,1,1,1
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"未知","本科",36,"是",1,1,"否","否","是",1,1,0,1
"女","本科",8,"是",1,1,"否","是","否",0,0,0,0
"男","本科",36,"是",1,1,"否","是","是",1,0,1,0
"女","本科",6,"是",1,1,"否","是","否",1,1,0,1
"未知","211",22,"是",1,1,"否","是","否",1,1,1,1
"未知","211",7,"是",1,1,"否","是","否",1,1,1,1
"未知","未知",1,"否",1,1,"否","是","否",0,0,0,0
"未知","211",7,"是",1,1,"否","是","否",0,0,0,0
"未知","211",7,"是",1,1,"否","是","否",1,1,1,1
"女","未知",1,"否",1,1,"否","是","否",1,1,0,0
"女","未知",24,"否",1,1,"否","是","否",1,0,1,1
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",49,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",14,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",0,0,0,0
"未知","未知",40,"否",1,1,"否","是","否",1,0,1,0
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",2,"否",1,1,"否","是","否",1,0,1,1
"未知","未知",1,"否",1,1,"否","是","否",0,0,0,0
"未知","未知",51,"否",1,1,"否","是","否",0,1,1,0
"未知","未知",1,"否",1,1,"否","是","否",0,0,0,0
"女","未知",8,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",3,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",0,0,0,0
"男","未知",40,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"男","本科",16,"是",1,1,"否","否","是",1,0,1,1
"男","本科",22,"是",1,1,"否","是","是",1,0,0,0
"男","本科",40,"是",1,1,"否","否","是",1,1,0,1
"未知","本科",23,"是",1,1,"否","否","否",0,0,0,0
"未知","本科",47,"是",1,1,"否","是","否",1,0,1,0
"女","本科",50,"是",1,1,"否","是","是",1,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",47,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",7,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",53,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",6,"否",1,1,"否","是","否",0,1,0,0
"未知","未知",50,"否",1,1,"否","是","否",1,1,1,1
"未知","未知",16,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",6,"否",1,1,"否","是","否",1,1,0,0
"男","本科",38,"是",1,1,"否","是","是",1,0,1,1
"男","本科",47,"是",1,1,"否","是","是",0,0,0,0
"女","未知",1,"否",1,1,"否","是","否",1,0,0,0
"男","本科",43,"是",1,1,"否","是","是",1,0,1,1
"女","本科",38,"是",1,1,"否","是","否",1,0,1,1
"未知","未知",1,"否",1,1,"否","是","否",0,0,0,0
"未知","未知",40,"否",1,1,"否","是","否",0,0,0,0
"未知","未知",45,"否",1,1,"否","是","否",0,0,0,0
"未知","未知",13,"否",1,1,"否","是","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,0,0,1
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",49,"否",1,1,"否","是","否",1,0,0,1
"女","本科",5,"是",1,1,"否","是","否",0,0,0,0
"男","本科",24,"是",1,1,"否","是","否",1,0,1,1
"女","本科",1,"是",1,1,"否","是","是",0,0,0,0
"未知","本科",14,"是",1,1,"否","是","否",1,0,1,1
"男","本科",18,"是",1,1,"否","是","否",1,0,1,1
"男","本科",32,"是",1,1,"否","是","是",1,0,0,0
"未知","未知",31,"否",1,1,"否","是","否",1,0,0,0
"男","本科",36,"是",1,1,"否","是","是",1,0,1,1
"男","本科",21,"否",1,1,"否","是","是",1,0,1,1
"未知","本科",14,"是",1,1,"否","否","是",0,0,0,0
"未知","本科",10,"是",1,1,"否","是","否",1,0,0,0
"未知","本科",17,"是",1,1,"否","是","是",1,0,1,1
"未知","未知",15,"否",1,1,"否","是","否",1,0,1,0
"未知","本科",32,"是",1,1,"否","是","否",1,0,1,0
"女","未知",15,"否",1,1,"否","是","否",1,0,1,1
"女","未知",1,"否",1,1,"否","是","否",1,0,1,1
"女","本科",19,"是",1,1,"否","是","是",1,1,1,1
"男","本科",33,"是",1,1,"否","是","否",1,0,1,1
"男","本科",50,"是",1,1,"否","是","是",1,0,0,0
"女","本科",19,"是",1,1,"否","是","是",1,0,0,0
"未知","本科",19,"是",1,1,"否","是","否",1,0,0,0
"男","本科",19,"是",1,1,"否","是","否",0,0,0,0
"男","本科",36,"是",1,1,"否","是","否",1,0,0,0
"未知","未知",44,"否",1,1,"否","是","否",1,0,0,1
"未知","本科",12,"是",1,1,"否","是","否",1,0,0,0
"未知","本科",7,"是",1,1,"否","是","否",1,0,0,0
"女","本科",1,"否",1,1,"否","是","否",1,0,0,1
"未知","本科",14,"是",1,1,"否","是","否",1,1,1,1
"未知","未知",6,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",43,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",19,"否",1,1,"否","是","否",1,1,1,1
"未知","未知",7,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,0,1,0
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",0,0,0,0
"男","本科",11,"是",1,1,"否","是","否",1,0,0,0
"未知","未知",18,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",10,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",5,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"男","未知",31,"否",1,1,"否","是","否",1,0,1,1
"未知","未知",24,"否",1,1,"否","是","否",1,0,1,1
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,0,1,0
"男","本科",36,"是",1,1,"否","否","是",1,1,1,1
"未知","本科",24,"是",1,1,"否","是","否",1,1,1,1
"未知","本科",24,"是",1,1,"否","是","是",1,1,0,1
"男","本科",50,"是",1,1,"否","是","是",1,1,1,1
"女","本科",24,"是",1,1,"否","是","是",1,1,0,1
"女","本科",50,"是",1,1,"否","是","是",1,1,1,1
"未知","未知",14,"否",1,1,"否","否","否",0,0,0,0
"未知","本科",24,"是",1,1,"否","是","否",1,1,1,1
"未知","未知",1,"否",1,1,"否","是","否",1,0,1,1
"女","本科",1,"是",1,1,"否","是","否",0,0,0,0
"未知","本科",4,"是",1,1,"否","是","否",1,0,0,0
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"女","本科",1,"否",1,1,"否","是","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",0,0,0,0
"男","本科",31,"是",1,1,"否","是","否",1,0,0,0
"未知","本科",3,"是",1,1,"否","是","否",1,1,1,1
"未知","未知",5,"否",1,1,"否","是","否",1,0,0,0
"未知","本科",21,"是",1,1,"否","是","否",1,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,1,1,0
"未知","未知",20,"否",1,1,"否","是","否",1,1,0,0
"男","本科",1,"是",1,1,"否","是","否",1,0,0,0
"女","未知",1,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",48,"否",1,1,"否","否","否",0,0,0,0
"未知","本科",1,"是",1,1,"否","是","否",0,1,0,0
"未知","未知",45,"否",1,1,"否","否","否",0,0,0,0
"女","本科",49,"是",1,1,"否","是","是",0,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,0,1,0
"未知","未知",19,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",21,"否",1,1,"否","否","否",0,0,0,0
"女","未知",1,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",7,"否",1,1,"否","是","否",1,0,0,1
"未知","未知",5,"否",1,1,"否","是","否",1,1,1,1
"未知","未知",1,"否",1,1,"否","是","否",1,0,1,0
"女","未知",15,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",18,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",8,"否",1,1,"否","是","否",0,0,0,1
"未知","未知",2,"否",1,1,"否","是","否",1,0,0,1
"女","未知",6,"否",1,1,"否","是","否",1,0,1,1
"未知","211",9,"是",1,1,"否","是","否",1,0,0,0
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,0,1,1
"未知","未知",1,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",2,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,0,1,0
"男","未知",14,"否",1,1,"否","是","否",1,0,0,0
"女","未知",1,"否",1,1,"否","否","否",0,0,0,0
"男","211",32,"是",1,1,"否","是","是",0,0,0,0
"男","211",7,"是",1,1,"否","是","是",1,0,0,0
"女","未知",3,"否",1,1,"否","是","否",1,0,0,0
"男","211",40,"是",1,1,"否","否","是",1,0,0,0
"女","未知",1,"否",1,1,"否","是","否",1,0,1,1
"男","211",29,"是",1,1,"否","否","是",0,0,0,0
"女","未知",1,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",2,"否",1,1,"否","否","否",0,0,0,0
"女","未知",1,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",6,"否",1,1,"否","否","否",0,0,0,0
"女","未知",1,"否",1,1,"否","否","否",0,0,0,0
"女","本科",44,"是",1,1,"否","否","是",1,0,0,0
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,0,1,1
"女","985",38,"否",1,1,"否","是","否",1,1,1,1
"男","未知",1,"否",1,1,"否","否","否",0,0,0,0
"男","211",9,"是",1,1,"否","是","否",0,0,0,0
"女","本科",16,"是",1,1,"否","是","否",1,1,1,1
"女","本科",31,"是",1,1,"否","是","是",1,0,0,0
"男","本科",46,"是",1,1,"否","否","是",0,0,0,0
"女","本科",35,"是",1,1,"否","是","是",1,1,1,1
"未知","本科",38,"是",1,1,"否","否","否",0,0,0,0
"女","本科",31,"是",1,1,"否","是","否",1,0,0,0
"女","本科",44,"是",1,1,"否","是","否",0,0,0,0
"未知","本科",35,"是",1,1,"否","是","否",0,1,1,0
"未知","未知",1,"否",1,1,"否","是","否",1,0,0,0
"女","本科",10,"是",1,1,"否","是","否",1,1,1,1
"女","本科",6,"是",1,1,"否","是","否",1,0,1,1
"男","本科",31,"是",1,1,"否","是","否",1,0,0,1
"男","本科",34,"是",1,1,"否","是","是",1,1,0,0
"未知","未知",10,"否",1,1,"否","是","否",1,0,1,1
"男","未知",2,"否",1,1,"否","是","否",1,0,0,0
"未知","本科",44,"是",1,1,"否","否","否",0,0,0,0
"女","本科",27,"否",1,1,"否","是","否",1,1,1,0
"男","本科",34,"是",1,1,"否","是","否",1,0,0,0
"女","本科",6,"是",1,1,"否","是","否",1,1,1,1
"女","211",7,"是",1,1,"否","是","否",1,0,0,0
"未知","211",15,"是",1,1,"否","是","是",1,0,0,0
"男","211",20,"是",1,1,"否","是","是",1,0,0,0
"男","211",7,"是",1,1,"否","是","否",1,1,0,0
"未知","211",27,"是",1,1,"否","是","否",1,0,0,0
"女","211",12,"是",1,1,"否","是","否",1,0,1,1
"男","211",38,"是",1,1,"否","是","是",1,0,0,1
"未知","未知",42,"否",1,1,"否","是","否",0,0,0,0
"未知","本科",37,"是",1,1,"否","是","是",0,0,0,0
"男","本科",9,"是",1,1,"否","是","否",0,0,0,0
"女","本科",43,"是",1,1,"否","是","否",1,0,0,0
"未知","本科",9,"是",1,1,"否","是","是",1,0,0,0
"男","本科",8,"是",1,1,"否","是","否",1,0,0,0
"男","本科",27,"是",1,1,"否","是","否",1,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,0,0,0
"未知","本科",33,"是",1,1,"否","否","是",1,0,1,0
"未知","未知",2,"否",1,1,"否","是","否",0,0,0,0
"未知","本科",28,"是",1,1,"否","是","否",1,0,0,0
"未知","本科",42,"是",1,1,"否","是","否",1,0,1,1
"男","未知",37,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,0,0,0
"未知","本科",42,"是",1,1,"否","是","否",1,0,1,1
"未知","未知",37,"否",1,1,"否","是","否",0,0,0,0
"女","未知",2,"否",1,1,"否","是","否",1,0,1,1
"未知","未知",1,"否",1,1,"否","是","否",0,0,0,0
"未知","未知",12,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",13,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",9,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",0,0,0,0
"未知","未知",5,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",0,0,0,0
"未知","本科",38,"是",1,1,"否","是","否",1,1,1,1
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"男","211",7,"是",1,1,"否","是","否",1,0,0,0
"未知","未知",3,"否",1,1,"否","是","否",0,0,0,0
"女","未知",37,"否",1,1,"否","是","否",0,0,0,1
"女","未知",1,"否",1,1,"否","否","否",0,0,0,0
"女","211",5,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"未知","本科",7,"是",1,1,"否","是","否",0,0,1,0
"未知","本科",36,"是",1,1,"否","是","否",0,1,1,0
"男","本科",7,"是",1,1,"否","是","否",0,1,1,0
"男","本科",30,"是",1,1,"否","是","是",0,1,1,0
"女","本科",7,"是",1,1,"否","是","否",0,1,1,0
"未知","本科",31,"是",1,1,"否","是","否",1,0,1,0
"未知","本科",5,"是",1,1,"否","否","否",0,0,0,0
"男","本科",6,"是",1,1,"否","是","否",1,1,1,1
"未知","未知",19,"否",1,1,"否","是","否",1,0,0,0
"女","本科",6,"是",1,1,"否","是","否",1,1,1,1
"女","本科",7,"是",1,1,"否","是","否",0,1,1,0
"女","本科",6,"是",1,1,"否","否","否",0,0,0,0
"男","本科",6,"是",1,1,"否","是","否",1,0,1,1
"未知","未知",3,"否",1,1,"否","否","否",0,0,0,0
"男","本科",12,"是",1,1,"否","是","否",1,1,1,1
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"女","本科",35,"是",1,1,"否","是","否",0,1,1,0
"男","未知",1,"否",1,1,"否","否","否",0,0,0,0
"女","未知",35,"否",1,1,"否","是","否",0,0,1,0
"男","本科",36,"是",1,1,"否","是","是",0,1,1,0
"未知","本科",31,"是",1,1,"否","是","否",1,1,1,0
"女","本科",27,"是",1,1,"否","否","否",0,0,0,0
"男","本科",29,"是",1,1,"否","否","是",0,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,0,1,1
"男","未知",32,"否",1,1,"否","是","否",0,0,0,0
"男","本科",28,"是",1,1,"否","否","否",0,0,0,0
"女","未知",1,"否",1,1,"否","否","否",0,0,0,0
"女","本科",6,"是",1,1,"否","是","否",1,1,0,1
"女","未知",1,"否",1,1,"否","是","否",1,0,0,0
"未知","本科",4,"是",1,1,"否","否","否",0,0,0,0
"男","本科",39,"是",1,1,"否","否","是",1,1,0,0
"未知","未知",13,"否",1,1,"否","是","否",1,0,0,0
"女","未知",17,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",8,"否",1,1,"否","否","否",0,0,0,0
"女","未知",1,"否",1,1,"否","是","否",1,0,1,1
"未知","未知",1,"否",1,1,"否","是","否",1,0,0,1
"未知","本科",5,"是",1,1,"否","是","否",1,0,1,0
"未知","未知",39,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",1,0,1,0
"男","未知",3,"否",1,1,"否","是","否",0,1,0,0
"未知","未知",18,"否",1,1,"否","是","否",1,0,0,1
"未知","未知",2,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",31,"否",1,1,"否","是","否",1,0,0,0
"未知","985",3,"是",1,1,"否","是","否",0,0,0,0
"女","本科",1,"是",1,1,"否","否","否",0,0,0,0
"未知","未知",2,"否",1,1,"否","是","否",0,0,0,0
"未知","本科",11,"是",1,1,"否","是","否",1,1,1,1
"女","本科",12,"是",1,1,"否","是","否",1,1,1,1
"女","本科",25,"是",1,1,"否","是","否",1,1,1,1
"未知","本科",19,"是",1,1,"否","是","否",1,1,1,1
"女","本科",10,"是",1,1,"否","是","否",1,1,1,1
"女","本科",2,"是",1,1,"否","是","否",1,1,1,1
"未知","本科",8,"是",1,1,"否","是","否",0,1,0,0
"女","本科",6,"是",1,1,"否","是","否",1,1,1,1
"女","本科",9,"是",1,1,"否","是","否",1,0,1,1
"男","本科",3,"是",1,1,"否","是","否",1,1,1,1
"未知","未知",24,"否",1,1,"否","是","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"男","本科",25,"是",1,1,"否","是","是",1,1,1,1
"女","未知",2,"否",1,1,"否","是","否",1,0,1,1
"女","本科",41,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",12,"否",1,1,"否","是","否",1,0,0,0
"男","专科",10,"是",1,1,"否","是","是",0,0,0,0
"未知","专科",28,"是",1,1,"否","是","否",0,0,0,0
"未知","专科",29,"是",1,1,"否","否","是",1,0,0,0
"女","专科",2,"是",1,1,"否","是","否",1,0,0,0
"男","本科",25,"是",1,1,"否","是","是",0,0,0,0
"未知","未知",4,"否",1,1,"否","否","否",0,0,0,0
"未知","专科",4,"是",1,1,"否","是","否",0,0,0,0
"男","专科",3,"是",1,1,"否","是","否",1,0,0,0
"女","专科",1,"是",1,1,"否","是","否",1,1,0,0
"女","专科",31,"是",1,1,"否","是","否",1,0,0,0
"未知","本科",27,"是",1,1,"否","是","是",0,0,0,0
"未知","未知",1,"否",1,1,"否","是","否",0,0,0,0
"女","985",7,"是",1,1,"否","是","是",1,0,1,1
"未知","本科",3,"是",1,1,"否","是","否",1,1,0,0
"男","211",26,"是",1,1,"否","是","否",0,0,0,0
"未知","未知",2,"否",1,1,"否","是","否",1,0,1,1
"女","本科",1,"否",1,1,"否","是","否",0,0,0,0
"未知","未知",1,"否",1,1,"否","否","否",0,0,0,0
"未知","未知",33,"否",1,1,"否","是","否",1,0,0,0
"未知","未知",25,"否",1,1,"否","是","否",1,0,0,0
